Destination Port,Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,PSH Flag Count,ACK Flag Count,Average Packet Size,Subflow Fwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Max,Active Min,Idle Mean,Idle Max,Idle Min
-0.012532416730009429,-0.4710677587521992,-0.011646186587217954,-0.05533434605129846,-0.3027673947136553,-0.28276600294964854,-0.3144125062278851,-0.26051942184415366,-0.47538259764899,-0.5249565121245947,-0.5289017331194673,-0.42733235657292246,-0.0469842115985765,-0.03958207856586719,-0.30874765866858517,-0.38776275163986473,-0.40109068599156583,-0.056571743471379735,-0.4622734736159165,-0.29154029899210976,-0.3617747401460354,-0.39372759568737015,-0.12544356790437333,-0.36765567081031214,-0.2160103746979132,-0.251678118830752,-0.29072372118208134,-0.12360942071468609,0.0012511730818456702,0.001559817985411132,-0.10969824005284126,0.3423695726430342,-0.5795956417568827,-0.498510749731468,-0.5883855140710544,-0.4960988919816437,-0.3140995520814636,-0.18205222252614073,1.5355287523150223,-0.6729376653405487,-0.6003962482842988,-0.05541979859591538,-0.4276824556290921,-0.24960508307859602,-0.008858479941859974,0.002619322748279883,-0.1326199688066518,-0.15846923639219826,-0.10628577703748898,-0.3758254117898814,-0.3811956207358705,-0.3618198099568934
-0.45407343239177805,-0.47106372889135006,-0.010395507282793714,-0.049882513716713386,-0.2644915457406918,0.19368572450485988,-0.16630796700272232,-0.26051942184415366,-0.44297477931943374,0.40768409874862865,-0.4245144577421044,-0.42733235657292246,-0.012651691220475068,-0.13095406244613916,-0.30874481361371586,-0.3877500851568563,-0.4010853518553675,-0.05658796735402484,-0.46227341674945993,-0.29154009928924635,-0.3617747401460354,-0.3937275180619311,-0.12544334712359997,-0.36765557157883977,-0.21601005539751583,-0.251678118830752,-0.29072355540239514,-0.12360907972068891,0.0012518407476597435,0.0015747273670315858,-0.1576088714078627,0.10039507307270529,0.5536352943991817,-0.4673847213484611,-0.4499180906066338,-0.4655954032990743,-0.31381203323698326,-0.18205222252614073,-0.6512414687724744,-0.6729376653405487,-0.44330892707004743,-0.049959415129983795,-0.49790278977948016,-0.24971712793668516,-0.0074237013890579625,0.0026156808238727352,-0.1326199688066518,-0.15846923639219826,-0.10628577703748898,-0.3758254117898814,-0.3811956207358705,-0.3618198099568934
-0.45265250182886174,2.3299595335410532,-0.006643469369520996,-0.016808064220230585,0.24101363207465462,-0.3156247427740974,0.11049430975603017,0.3585507716411206,4.498726488387448,-0.6097420222039787,2.518099570130377,4.185204292284471,-0.05289452772401957,-0.23337046068577236,1.7972870531789706,3.3022054136623193,3.4379279791150714,-0.05658564965650411,2.3412428340532694,2.1747900639176936,4.500085383785333,3.4332065473885653,-0.12533163205227701,2.897059770645217,1.8807289014062945,6.3992948340765645,5.157901964900098,-0.12360237350541131,0.0012561805754512203,0.001694002419995215,-0.2113106352143182,-0.1708275000949617,-0.6577494994228182,4.278863000569434,2.5504363563071784,3.901584440162154,4.555173521213009,5.492929370068036,-0.6512414687724744,-0.6729376653405487,2.5510899837201735,-0.016833088769998884,-0.4978342821364066,-0.22327454142764622,-0.005988922836255951,0.0026156808238727352,-0.11381220889103119,-0.14649930734622574,-0.08518154432499622,3.592677134386794,3.4682087786761193,3.649715572105903
-0.4335488798163204,-0.4656122920587573,0.0021112857614486794,0.09649918446689591,1.5001570775990423,-0.3156247427740974,0.3873817040662317,1.05086306163668,0.02693858645913198,-0.6097420222039787,-0.15428246347523258,0.024494157410939587,-0.05223766699607414,-0.23288272196930118,-0.30647911860479304,-0.38543698629370027,-0.39845032750866705,-0.05658763625437902,-0.45680619031753744,-0.2897948505790361,-0.35857966631545907,-0.3896462829806662,-0.12544323673321328,-0.3628532975499413,-0.21343491543158716,-0.2474580127111568,-0.2869735083810066,-0.12360396481073142,0.0012666963120228755,0.0017178574305879409,-0.2109874874560099,-0.16987627674008057,-0.6577494994228182,0.14381729053603726,-0.06892319435245801,0.0705517717101789,-0.2323879396175048,-0.18205222252614073,1.5355287523150223,-0.6729376653405487,-0.10082580060989219,0.0966518809302791,3.9918141066886523,-0.2090448444503244,-0.00024980862504790516,0.002626606597094177,-0.1326199688066518,-0.15846923639219826,-0.10628577703748898,-0.3758254117898814,-0.3811956207358705,-0.3618198099568934
0.9975913323298222,-0.3592155653688063,-0.011646186587217954,0.06942175053845671,1.509396075626999,22.274758886534492,6.6975713681220626,-0.26051942184415366,-0.47538259764899,-0.6097420222039787,-0.5307996835808739,-0.42428408439338466,-0.0528857359067739,-0.23336348875543303,-0.14055686287395863,-0.18033021847137168,-0.2482420644800228,-0.0565873051547332,-0.4622734736159165,-0.29154029899210976,-0.3617747401460354,-0.39372759568737015,-0.12544356790437333,-0.23730219866448518,-0.11114970283819764,0.04397619886474675,-0.07378668949071931,-0.12360896605602319,0.0012510061653921518,0.001628401140865219,-0.2113095829103163,-0.17079588817513627,-0.6577494994228182,0.14711853597059857,0.6463596539236137,0.5126736411420093,-0.056519101533249023,-0.18205222252614073,-0.6512414687724744,1.4860217394636943,0.723866760565128,0.06953197638281892,-0.48214603187256383,-0.24960508307859602,-0.008858479941859974,0.0026156808238727352,-0.1326199688066518,-0.15846923639219826,-0.10628577703748898,-0.3758254117898814,-0.3811956207358705,-0.3618198099568934
-0.45407343239177805,-0.4693457878596517,-0.010395507282793714,-0.04897387499428254,-0.25789226143500843,0.275832574065982,-0.14077270161907357,-0.26051942184415366,-0.43168114565913385,0.7326952207196005,-0.3881370738984779,-0.42733235657292246,-0.05273643787394914,-0.23304551954059557,-0.3044391786990953,-0.3836169306096595,-0.39872852023229804,-0.0565873051547332,-0.4622733598830034,-0.291539899586383,-0.3617747401460354,-0.3937274404364921,-0.12544312634282662,-0.3676555385016823,-0.21600994896405004,-0.251678118830752,-0.29072350014249976,-0.12360896605602319,0.0012518407476597435,0.0015747273670315858,-0.21114022702681667,-0.1699671121223371,0.7490199385640204,-0.45653777206347385,-0.4115829340350797,-0.4506685785366847,-0.31350086981387026,-0.18205222252614073,-0.6512414687724744,-0.6729376653405487,-0.39915074000060347,-0.0490493512189952,-0.49790278977948016,-0.24971712793668516,-0.0074237013890579625,0.0026156808238727352,-0.1326199688066518,-0.15846923639219826,-0.10628577703748898,-0.3758254117898814,-0.3811956207358705,-0.3618198099568934
-0.45265250182886174,2.3503388236480447,-0.006643469369520996,-0.022169032682572577,0.1631420772675908,-0.3156247427740974,0.05023108345061913,0.26970746543489293,1.6546949161936622,-0.6097420222039787,1.7539768062411578,1.7264339212874236,-0.0528945832740928,-0.2333703652526962,1.459048487163422,3.0065348875964393,3.4690762196895704,-0.05658796735402484,2.363989416671275,2.1947603502570443,4.539532524750293,3.4642567229916157,-0.12530381367483298,2.920213780868306,1.2953448395497897,5.418992698160521,5.202109881217195,-0.12360919338535463,0.0012561805754512203,0.0017417124411806667,-0.21131063711056405,-0.17082698505944496,-0.6577494994228182,1.5473182067152558,2.0872946961057677,1.870654289924723,1.0981564399307293,5.492929370068036,-0.6512414687724744,-0.6729376653405487,2.0508768951142367,-0.0222024658448316,-0.4978342821364066,-0.22327454142764622,-0.005988922836255951,0.0026156808238727352,-0.11675191403368462,-0.14837024052122957,-0.0884801945478302,3.624875938006889,3.4994412687322,3.6822635265242623
-0.45265250182886174,1.9432164555058669,-0.002891431456248278,-0.02934727858977626,0.0747116675714336,-0.3156247427740974,-0.14077270161907357,0.08238471889058745,2.3657028092421086,-0.6097420222039787,2.518099570130377,2.050345214625248,-0.05289385321500178,-0.2333701982008621,1.0875953739443955,2.403367014422044,2.90451435927678,-0.05658829845367066,1.9517076067199242,0.9166620245386038,2.8038583222920357,2.901472290186331,-0.12544345751398664,-0.3627796347202744,-0.2128724181126581,-0.24281565946196526,-0.28331193245214764,-0.12360419214006287,0.0012611880690567704,0.001694002419995215,-0.21131041041258503,-0.17082724522129164,-0.6577494994228182,2.2302044051788,1.8904117958272642,1.9570993915061354,1.2030475946228434,-0.18205222252614073,-0.6512414687724744,1.4860217394636943,1.8428855496556213,-0.029391970741641515,-0.48063886372494574,-0.22327454142764622,-0.0074237013890579625,0.002626606597094177,-0.1311761057699851,-0.157550310471273,-0.10466561484552732,3.041272622392672,2.933352386465731,3.092331852691498
-0.45265250182886174,2.7318622669873673,0.0021112857614486794,-0.04897387499428254,-0.29748796726910864,-0.21704852330075083,-0.2939842939209661,-0.26051942184415366,-0.47538259764899,-0.5249565121245947,-0.5289017331194673,-0.42733235657292246,-0.05289907215321522,-0.23336996059014337,0.7382977129926529,0.20401685285353705,-0.011739664510667788,0.016734049212473952,2.7506813211773697,0.7269443043147727,-0.36177149282812526,0.002162143251519735,1.0005383762597109,3.370063122345461,0.8696109763814227,-0.2516328757072288,0.2729272118609028,1.035770169651236,0.0012601865703356604,0.0017238211832361224,-0.21131034673805424,-0.17082630831386125,-0.4232879264250118,-0.498510749731468,-0.580006244874039,-0.4995953930566565,-0.3141026253004572,-0.18205222252614073,-0.6512414687724744,1.4860217394636943,-0.5967767247540166,-0.0490493512189952,-0.48063886372494574,-0.19223811573695218,0.006924084138962152,0.0026156808238727352,0.18741279825912574,0.04554058838649916,0.2525023806968075,0.026659633461302713,0.009210504965142651,0.045029620272599116
2.6147681941022287,-0.47106199775394303,-0.010395507282793714,-0.05015510533344264,-0.23545469479568493,-0.21704852330075083,-0.17396854661781694,-0.14859932035013276,-0.4783287629516769,-0.6097420222039787,-0.5383914854265003,-0.42733235657292246,-0.04414028159430302,-0.19446063513790854,-0.3087043427081892,-0.38776275163986473,-0.40108278212552007,-0.05650453024327859,-0.46226625157593526,-0.2915149367284588,-0.3617747401460354,-0.3937177372566162,-0.1254155287461559,-0.36765567081031214,-0.2160103746979132,-0.251678118830752,-0.29072372118208134,-0.12360942071468609,0.0012518407476597435,0.0015449086037906785,-0.17050581473776807,-0.17082909117155567,-0.4232879264250118,-0.4763452446708419,-0.5307780383372521,-0.4585115054324476,-0.3136783290031575,-0.18205222252614073,-0.6512414687724744,1.4860217394636943,-0.5207667306180884,-0.05023243430328037,2.308101762870029,-0.24971712793668516,-0.0074237013890579625,0.0026156808238727352,-0.1326199688066518,-0.15846923639219826,-0.10628577703748898,-0.3758254117898814,-0.3811956207358705,-0.3618198099568934
